,book1,book2,book3,book4,book5,user,genre
2157,5376,7902,4153,4811,4971,"1241, 2174, 2186",History
2158,5376,7902,4906,4904,4971,"1241, 2174, 2209",History
2159,7629,5376,7902,9337,4153,"1241, 2186, 2209",History
2160,5376,5138,6131,4971,6435,"1313, 1378, 1404",History
2161,5376,6131,7629,4971,8964,"1313, 1378, 1420",History
2162,5376,6131,6435,3354,6029,"1313, 1378, 1537",History
2163,5376,8964,6131,3354,6435,"1313, 1378, 1595",History
2164,5376,6131,6435,7540,4971,"1313, 1378, 2147",History
2165,5376,3720,8964,4971,2788,"1313, 1378, 2174",History
2166,5376,6131,6435,5138,7629,"1313, 1378, 2186",History
2167,5376,6131,6435,3631,3720,"1313, 1378, 2209",History
2168,5376,8964,6131,7612,3887,"1313, 1404, 1420",History
2169,5376,8964,5138,6766,7612,"1313, 1404, 1537",History
2170,8964,5376,5138,6131,7612,"1313, 1404, 1595",History
2171,5376,8964,7612,5138,6131,"1313, 1404, 2147",History
2172,5376,4971,4811,2788,4749,"1313, 1404, 2174",History
2173,5376,5138,7612,4153,8964,"1313, 1404, 2186",History
2174,5376,7612,6131,8964,5138,"1313, 1404, 2209",History
2175,5376,6131,8964,7629,6435,"1313, 1420, 1537",History
2176,8964,5376,3354,6131,4811,"1313, 1420, 1595",History
2177,5376,8964,6131,7629,6435,"1313, 1420, 2147",History
2178,5376,7629,4749,3887,4971,"1313, 1420, 2174",History
2179,5376,6131,7629,4811,6435,"1313, 1420, 2186",History
2180,5376,6131,7629,6435,8964,"1313, 1420, 2209",History
2181,8964,5376,6131,2788,3354,"1313, 1537, 1595",History
2182,5376,6131,3354,8964,6435,"1313, 1537, 2147",History
2183,5376,5165,3354,6029,7629,"1313, 1537, 2174",History
2184,5376,4153,6131,7629,6435,"1313, 1537, 2186",History
2185,5376,6131,6029,5165,6435,"1313, 1537, 2209",History
2186,8964,5376,6131,4811,2788,"1313, 1595, 2147",History
2187,5376,4971,4811,4749,6131,"1313, 1595, 2174",History
2188,5376,8964,6131,5138,4811,"1313, 1595, 2186",History
2189,5376,6131,8964,2788,7902,"1313, 1595, 2209",History
2190,5376,4811,4749,6131,2788,"1313, 2147, 2174",History
2191,5376,6131,4811,6435,4153,"1313, 2147, 2186",History
2192,5376,6131,9442,6435,7612,"1313, 2147, 2209",History
2193,5376,7629,4153,4749,4811,"1313, 2174, 2186",History
2194,5376,4749,4971,6131,7902,"1313, 2174, 2209",History
2195,5376,6131,7629,6435,4153,"1313, 2186, 2209",History
2196,4971,5376,7629,5138,2834,"1378, 1404, 1420",History
2197,4971,5138,5376,7629,3354,"1378, 1404, 1537",History
2198,4971,5138,5376,8964,4153,"1378, 1404, 1595",History
2199,4971,5138,5376,9568,3844,"1378, 1404, 2147",History
2200,5376,3844,4971,5138,2834,"1378, 1404, 2174",History
2201,4971,5138,5376,3844,7629,"1378, 1404, 2186",History
2202,5376,4971,5138,3844,9568,"1378, 1404, 2209",History
2203,5376,7629,4971,4688,2834,"1378, 1420, 1537",History
2204,5376,4971,7629,4153,8964,"1378, 1420, 1595",History
2205,5376,7629,4971,4688,2834,"1378, 1420, 2147",History
2206,5376,7629,4971,4749,9721,"1378, 1420, 2174",History
2207,5376,4971,7629,4153,5138,"1378, 1420, 2186",History
2208,7629,5376,4971,2834,4688,"1378, 1420, 2209",History
2209,5376,9568,4971,2636,3354,"1378, 1537, 1595",History
2210,7629,5376,4971,9568,3354,"1378, 1537, 2147",History
2211,5376,3354,6029,3844,4971,"1378, 1537, 2174",History
2212,7629,5376,4971,4153,3844,"1378, 1537, 2186",History
2213,7629,5376,6029,9568,5165,"1378, 1537, 2209",History
2214,5376,4971,9568,8618,4153,"1378, 1595, 2147",History
2215,5376,3844,4971,2834,4153,"1378, 1595, 2174",History
2216,5376,4971,2834,2636,3844,"1378, 1595, 2186",History
2217,5376,9568,3844,7902,4971,"1378, 1595, 2209",History
2218,5376,7629,2834,3844,4971,"1378, 2147, 2174",History
2219,5376,4971,7629,3844,2834,"1378, 2147, 2186",History
2220,5376,7629,4971,9568,9442,"1378, 2147, 2209",History
2221,5376,7629,3844,2834,4971,"1378, 2174, 2186",History
2222,5376,3844,7902,4971,2834,"1378, 2174, 2209",History
2223,5376,7629,4971,3844,7902,"1378, 2186, 2209",History
2224,5376,7629,4971,7612,2481,"1404, 1420, 1537",History
2225,8964,5376,4971,7629,7612,"1404, 1420, 1595",History
2226,5376,4971,7612,7629,2481,"1404, 1420, 2147",History
2227,5376,7629,4971,2834,5138,"1404, 1420, 2174",History
2228,4971,5376,7629,7612,4811,"1404, 1420, 2186",History
2229,5376,7629,7612,4971,2481,"1404, 1420, 2209",History
2230,8964,5138,4153,4971,5376,"1404, 1537, 1595",History
2231,7612,4971,7629,3354,5138,"1404, 1537, 2147",History
2232,5376,7629,4971,3354,3844,"1404, 1537, 2174",History
2233,4153,4971,7629,5138,6766,"1404, 1537, 2186",History
2234,7629,4749,6029,7612,5376,"1404, 1537, 2209",History
2235,8964,5138,4971,4153,5376,"1404, 1595, 2147",History
2236,5376,4971,4153,2834,3844,"1404, 1595, 2174",History
2237,4971,8964,5376,5138,4153,"1404, 1595, 2186",History
2238,4749,5376,8964,5138,7902,"1404, 1595, 2209",History
2239,5376,4971,4811,2834,7629,"1404, 2147, 2174",History
2240,4971,5376,7612,5138,4153,"1404, 2147, 2186",History
2241,7612,4749,5376,7629,4971,"1404, 2147, 2209",History
2242,5376,7629,3844,2834,4153,"1404, 2174, 2186",History
2243,5376,7629,4971,7902,2834,"1404, 2174, 2209",History
2244,5376,4971,7629,4153,7612,"1404, 2186, 2209",History
2245,5376,8964,7629,4971,5138,"1420, 1537, 1595",History
2246,7629,5376,4971,3354,9604,"1420, 1537, 2147",History
2247,7629,5376,4971,3354,6029,"1420, 1537, 2174",History
2248,7629,5376,4971,4811,4153,"1420, 1537, 2186",History
2249,7629,5376,6029,9604,2481,"1420, 1537, 2209",History
2250,5376,8964,4971,7629,4688,"1420, 1595, 2147",History
2251,5376,7629,4971,2834,4153,"1420, 1595, 2174",History
2252,5376,4971,7629,8964,4811,"1420, 1595, 2186",History
2253,5376,7629,8964,4688,4971,"1420, 1595, 2209",History
2254,5376,7629,4971,4811,9721,"1420, 2147, 2174",History
2255,7629,5376,4971,4811,9721,"1420, 2147, 2186",History
2256,7629,5376,9442,9604,4971,"1420, 2147, 2209",History
2257,5376,7629,4971,4811,9721,"1420, 2174, 2186",History
2258,7629,5376,4971,2834,9442,"1420, 2174, 2209",History
2259,7629,5376,4971,4811,9604,"1420, 2186, 2209",History
2260,5138,8964,5376,4153,5664,"1537, 1595, 2147",History
2261,5376,4971,2834,3354,4153,"1537, 1595, 2174",History
2262,5376,4153,4971,7360,7629,"1537, 1595, 2186",History
2263,5664,2788,7245,5376,9604,"1537, 1595, 2209",History
2264,7629,5376,3844,3354,2834,"1537, 2147, 2174",History
2265,7629,9910,5376,4811,4971,"1537, 2147, 2186",History
2266,7629,7245,5376,4906,8121,"1537, 2147, 2209",History
2267,7629,5376,4153,3844,4811,"1537, 2174, 2186",History
2268,7629,5376,7902,6029,5165,"1537, 2174, 2209",History
2269,7629,4153,5376,7245,9604,"1537, 2186, 2209",History
2270,5376,4153,2834,4971,7569,"1595, 2147, 2174",History
2271,5376,4971,6131,9910,4153,"1595, 2147, 2186",History
2272,6131,5376,7902,7245,4906,"1595, 2147, 2209",History
2273,5376,2834,7629,7902,4971,"1595, 2174, 2186",History
2274,7902,5376,4971,7629,2834,"1595, 2174, 2209",History
2275,6131,7902,5376,8964,7629,"1595, 2186, 2209",History
2276,5376,7629,3844,4811,2834,"2147, 2174, 2186",History
2277,7629,5376,9442,7902,2834,"2147, 2174, 2209",History
2278,7629,5376,7245,4153,4971,"2147, 2186, 2209",History
2279,7629,5376,7902,6231,2834,"2174, 2186, 2209",History
